o_zone_id,d_zone_id,volume
5,104,2.001000
5,105,1.070000
5,107,1.668000
5,108,1.216000
5,110,3.176000
5,111,1.282000
5,112,1.581000
5,114,1.494000
5,115,1.607000
5,116,1.450000
5,118,1.475000
5,119,1.431000
5,120,2.305000
5,121,1.577000
5,122,1.244000
5,123,2.225000
5,137,1.455000
5,139,3.939000
5,147,1.357000
5,152,1.082000
5,153,1.037000
5,154,1.632000
5,170,1.038000
5,176,4.473000
5,177,1.086000
5,179,7.435000
5,180,2.547000
5,185,1.372000
5,190,1.115000
5,192,1.158000
5,194,1.135000
5,196,1.082000
5,203,1.278000
5,217,2.960000
5,226,1.531000
5,229,1.229000
5,279,2.025000
5,460,1.400000
5,464,1.583000
5,468,1.184000
5,469,1.366000
5,476,1.241000
5,508,1.108000
5,509,1.502000
5,510,1.249000
6,2,4.124000
6,3,1.150000
6,5,2.079000
6,7,2.393000
6,9,1.443000
6,10,2.270000
6,11,3.921000
6,12,2.134000
6,13,2.596000
6,14,1.695000
6,15,2.023000
6,16,1.693000
6,17,2.032000
6,37,1.012000
6,39,1.041000
6,110,1.362000
6,139,1.383000
6,176,2.013000
6,179,3.694000
6,180,1.136000
6,464,1.127000
6,473,2.022000
6,480,1.431000
7,1,1.271000
7,2,6.793000
7,3,1.825000
7,4,1.104000
7,5,4.200000
7,6,2.100000
7,8,2.391000
7,9,2.982000
7,10,4.092000
7,11,6.880000
7,12,5.428000
7,13,4.059000
7,14,2.421000
7,15,4.165000
7,16,4.622000
7,17,2.810000
7,18,1.175000
7,26,1.047000
7,30,1.022000
7,35,1.255000
7,37,2.074000
7,38,1.418000
7,39,1.813000
7,40,1.451000
7,41,1.047000
7,43,1.817000
7,46,1.944000
7,47,1.133000
7,48,1.787000
7,49,1.362000
7,87,1.408000
7,94,2.234000
7,95,1.723000
7,102,1.212000
7,104,1.896000
7,107,1.381000
7,108,1.121000
7,110,2.757000
7,111,1.264000
7,112,1.415000
7,114,1.628000
7,115,1.670000
7,116,1.453000
7,118,1.506000
7,119,1.542000
7,120,2.443000
7,121,1.587000
7,122,1.400000
7,123,2.139000
7,137,1.130000
7,139,2.662000
7,143,1.151000
7,147,1.676000
7,150,1.028000
7,152,1.217000
7,153,1.191000
7,154,1.944000
7,170,1.258000
7,176,2.998000
7,179,4.173000
7,185,1.730000
7,190,1.330000
7,192,1.083000
7,203,1.361000
7,205,1.088000
7,217,2.783000
7,226,1.352000
7,273,1.070000
7,278,1.109000
7,279,1.937000
7,283,1.385000
7,460,1.675000
7,462,1.030000
7,464,1.861000
7,468,1.056000
7,469,1.406000
7,476,1.288000
7,508,1.161000
7,509,1.812000
7,510,1.514000
8,1,1.096000
8,2,5.923000
8,3,1.326000
8,5,2.794000
8,7,2.672000
8,9,1.983000
8,10,2.789000
8,11,4.135000
8,12,2.814000
8,13,3.110000
8,14,1.981000
8,15,2.673000
8,16,2.353000
8,17,2.640000
8,18,1.039000
8,35,1.118000
8,37,1.381000
8,39,1.347000
8,43,1.440000
8,46,1.119000
8,47,1.123000
8,48,1.005000
8,49,1.167000
8,94,1.119000
8,95,1.082000
8,104,1.183000
8,110,1.790000
8,120,1.005000
8,139,1.518000
8,176,1.811000
8,179,3.680000
8,279,1.037000
8,460,1.098000
8,464,1.485000
9,2,3.735000
9,3,1.091000
9,5,2.921000
9,6,1.187000
9,7,3.082000
9,8,1.669000
9,10,1.688000
9,11,4.689000
9,12,2.052000
9,13,2.781000
9,14,1.859000
9,15,2.440000
9,16,1.895000
9,17,1.532000
9,30,1.214000
9,31,1.054000
9,35,1.313000
9,37,1.273000
9,39,1.068000
9,40,1.045000
9,43,1.744000
9,48,1.151000
9,57,1.097000
9,110,1.079000
9,279,1.083000
9,460,1.073000
9,462,1.053000
9,464,1.690000
9,528,1.029000
9,750,1.134000
9,752,1.087000
9,757,1.179000
10,2,5.475000
10,3,1.239000
10,5,5.159000
10,6,2.257000
10,7,4.506000
10,8,2.772000
10,9,1.924000
10,11,5.220000
10,12,3.331000
10,13,4.857000
10,14,2.542000
10,15,4.117000
10,16,3.254000
10,17,1.702000
10,27,1.131000
10,30,1.416000
10,31,1.669000
10,32,1.036000
10,35,2.113000
10,37,2.718000
10,38,1.207000
10,39,2.230000
10,40,1.359000
10,41,1.304000
10,43,3.230000
10,46,1.391000
10,47,1.182000
10,48,1.546000
10,49,1.559000
10,51,1.053000
10,57,1.249000
10,94,1.044000
10,95,1.024000
10,104,1.319000
10,110,1.799000
10,119,1.066000
10,120,1.503000
10,143,1.015000
10,147,1.475000
10,152,1.126000
10,153,1.076000
10,154,1.841000
10,170,1.174000
10,179,1.037000
10,185,1.669000
10,190,1.225000
10,278,1.252000
10,279,1.302000
10,282,1.003000
10,283,1.344000
10,460,1.915000
10,462,1.671000
10,464,2.389000
10,469,1.206000
10,476,1.258000
10,508,1.055000
10,509,1.658000
10,510,1.472000
10,521,1.019000
10,522,1.133000
10,528,1.232000
10,542,1.404000
10,750,1.070000
10,757,1.477000
11,1,1.868000
11,2,12.238000
11,3,2.173000
11,4,1.959000
11,5,8.627000
11,6,3.458000
11,7,6.857000
11,8,3.718000
11,9,4.519000
11,10,4.754000
11,12,6.727000
11,13,8.207000
11,14,4.505000
11,15,6.844000
11,16,7.529000
11,17,4.100000
11,18,1.936000
11,26,1.509000
11,27,1.512000
11,30,2.653000
11,31,2.196000
11,32,1.550000
11,34,1.605000
11,35,3.084000
11,37,3.877000
11,38,2.498000
11,39,3.478000
11,40,2.719000
11,41,1.920000
11,42,1.276000
11,43,4.631000
11,44,1.211000
11,46,3.343000
11,47,2.231000
11,48,3.441000
11,49,2.558000
11,50,1.420000
11,51,1.672000
11,52,2.034000
11,57,1.391000
11,86,1.095000
11,87,2.048000
11,90,1.143000
11,94,2.597000
11,95,2.180000
11,97,1.215000
11,99,1.196000
11,102,1.340000
11,104,2.367000
11,105,1.214000
11,106,1.132000
11,107,1.623000
11,108,1.482000
11,109,1.138000
11,110,3.569000
11,111,1.648000
11,112,1.498000
11,114,1.646000
11,115,1.588000
11,116,1.399000
11,118,1.506000
11,119,1.865000
11,120,2.855000
11,121,1.732000
11,122,1.747000
11,123,2.322000
11,137,1.036000
11,139,2.241000
11,143,1.785000
11,144,1.491000
11,145,1.466000
11,147,2.598000
11,150,1.601000
11,152,1.901000
11,153,1.844000
11,154,3.040000
11,161,1.095000
11,164,1.232000
11,170,1.983000
11,176,2.531000
11,179,4.296000
11,184,1.132000
11,185,2.685000
11,190,2.074000
11,203,1.388000
11,205,1.226000
11,242,1.123000
11,244,1.251000
11,262,1.365000
11,273,1.279000
11,278,1.456000
11,279,2.539000
11,282,1.057000
11,283,1.440000
11,301,1.155000
11,308,1.169000
11,333,1.315000
11,365,1.244000
11,445,1.514000
11,448,1.035000
11,459,1.405000
11,460,3.715000
11,462,3.155000
11,463,1.464000
11,464,4.458000
11,465,1.093000
11,466,2.075000
11,467,1.492000
11,468,2.038000
11,469,2.679000
11,476,2.003000
11,484,1.009000
11,491,1.017000
11,492,1.275000
11,494,1.179000
11,495,1.169000
11,497,1.133000
11,500,1.532000
11,506,1.435000
11,508,1.794000
11,509,2.827000
11,510,2.344000
11,512,1.100000
11,514,1.426000
11,516,1.192000
11,517,1.034000
11,518,1.059000
11,520,1.282000
11,521,1.364000
11,522,1.784000
11,528,1.705000
11,532,1.076000
11,541,1.008000
11,542,1.743000
11,757,1.853000
12,1,1.579000
12,2,9.103000
12,3,2.039000
12,4,1.114000
12,5,5.356000
12,6,2.133000
12,7,5.998000
12,8,2.811000
12,9,2.410000
12,10,3.349000
12,11,7.398000
12,13,4.757000
12,14,3.546000
12,15,3.957000
12,16,3.876000
12,17,3.870000
12,18,2.000000
12,26,1.187000
12,27,1.506000
12,30,2.022000
12,31,2.069000
12,32,1.012000
12,34,1.185000
12,35,2.758000
12,37,2.336000
12,38,1.155000
12,39,2.400000
12,40,1.354000
12,41,1.299000
12,43,3.483000
12,46,1.597000
12,47,1.667000
12,48,1.701000
12,49,1.840000
12,51,1.366000
12,52,1.860000
12,57,1.218000
12,95,1.007000
12,104,1.224000
12,110,2.165000
12,154,1.323000
12,179,1.428000
12,185,1.023000
12,239,1.060000
12,278,1.033000
12,279,1.620000
12,460,1.922000
12,462,2.093000
12,464,3.457000
12,466,1.320000
12,469,1.171000
12,476,1.355000
12,509,1.189000
12,520,1.106000
12,521,1.234000
12,542,1.326000
12,750,1.031000
12,757,2.593000
13,1,1.457000
13,2,8.650000
13,3,1.937000
13,4,1.016000
13,5,4.539000
13,6,2.177000
13,7,4.048000
13,8,2.685000
13,9,2.654000
13,10,4.342000
13,11,8.221000
13,12,4.167000
13,14,2.318000
13,15,2.951000
13,16,3.887000
13,17,3.442000
13,18,1.462000
13,26,1.294000
13,37,1.390000
13,38,1.107000
13,39,1.093000
13,43,1.048000
13,46,1.364000
13,48,1.146000
13,87,1.003000
13,94,1.881000
13,95,1.592000
13,97,1.005000
13,102,1.096000
13,104,1.843000
13,107,1.552000
13,108,1.083000
13,110,3.336000
13,111,1.430000
13,112,1.708000
13,114,1.552000
13,115,1.585000
13,116,1.347000
13,118,1.298000
13,119,1.426000
13,120,2.209000
13,121,1.508000
13,122,1.169000
13,123,2.232000
13,137,1.164000
13,139,3.508000
13,147,1.157000
13,154,1.422000
13,176,2.187000
13,179,4.552000
13,185,1.163000
13,192,1.341000
13,194,1.574000
13,196,1.340000
13,203,1.606000
13,205,1.162000
13,214,1.086000
13,217,3.652000
13,220,1.404000
13,226,1.867000
13,229,1.664000
13,271,1.003000
13,273,1.090000
13,278,1.234000
13,279,2.602000
13,283,2.110000
13,293,1.720000
13,294,1.033000
13,297,1.533000
13,347,1.193000
13,350,1.340000
13,476,1.108000
13,509,1.301000
13,510,1.053000
14,2,5.474000
14,3,1.139000
14,5,3.637000
14,6,1.687000
14,7,2.667000
14,8,1.970000
14,9,2.132000
14,10,2.545000
14,11,4.949000
14,12,3.528000
14,13,2.604000
14,15,2.280000
14,16,2.862000
14,17,1.579000
14,37,1.618000
14,39,1.272000
14,43,1.318000
14,94,1.292000
14,95,1.064000
14,104,1.400000
14,110,1.918000
14,112,1.001000
14,114,1.154000
14,115,1.153000
14,119,1.093000
14,120,1.637000
14,121,1.059000
14,123,1.047000
14,139,1.485000
14,147,1.027000
14,154,1.303000
14,176,1.095000
14,179,1.972000
14,185,1.164000
14,203,1.115000
14,217,1.904000
14,278,1.173000
14,279,1.343000
14,283,1.517000
14,293,1.090000
14,347,1.276000
14,350,1.105000
14,464,1.026000
14,509,1.177000
14,510,1.037000
15,1,1.041000
15,2,7.120000
15,3,1.518000
15,5,4.369000
15,6,1.679000
15,7,4.176000
15,8,2.282000
15,9,2.342000
15,10,3.660000
15,11,6.893000
15,12,3.429000
15,13,2.973000
15,14,2.017000
15,16,2.849000
15,17,2.559000
15,18,1.332000
15,26,1.338000
15,37,1.173000
15,57,1.101000
15,94,1.132000
15,95,1.069000
15,104,1.351000
15,107,1.113000
15,110,2.693000
15,111,1.234000
15,112,1.369000
15,114,1.169000
15,115,1.160000
15,119,1.142000
15,120,1.686000
15,121,1.109000
15,123,1.759000
15,139,2.134000
15,154,1.140000
15,179,2.171000
15,194,1.302000
15,196,1.015000
15,203,1.397000
15,205,1.045000
15,214,1.033000
15,217,2.761000
15,226,1.272000
15,271,1.045000
15,273,1.019000
15,278,1.259000
15,279,2.452000
15,283,2.451000
15,290,1.232000
15,293,1.999000
15,294,1.354000
15,297,3.690000
15,347,2.531000
15,349,1.753000
15,350,2.031000
15,509,1.043000
16,1,1.136000
16,2,7.322000
16,3,1.996000
16,4,1.187000
16,5,4.324000
16,6,1.694000
16,7,4.951000
16,8,2.352000
16,9,2.144000
16,10,3.271000
16,11,8.031000
16,12,3.877000
16,13,4.241000
16,14,2.876000
16,15,3.138000
16,17,2.581000
16,18,1.077000
16,26,1.584000
16,31,1.012000
16,35,1.634000
16,37,1.819000
16,39,1.359000
16,43,1.860000
16,55,1.482000
16,57,1.837000
16,73,1.219000
16,104,1.214000
16,110,2.473000
16,111,1.161000
16,112,1.040000
16,120,1.213000
16,154,1.140000
16,278,1.643000
16,279,2.232000
16,282,1.147000
16,283,2.364000
16,347,3.360000
16,349,1.643000
16,350,1.464000
16,464,1.326000
16,476,1.152000
16,509,1.046000
16,520,1.128000
16,541,1.085000
16,542,1.443000
17,2,2.221000
17,5,3.869000
17,6,1.917000
17,7,2.841000
17,8,2.501000
17,9,1.536000
17,10,1.608000
17,11,4.151000
17,12,3.677000
17,13,3.485000
17,14,1.494000
17,15,2.587000
17,16,2.469000
17,35,1.166000
17,37,1.988000
17,39,1.441000
17,40,1.154000
17,43,2.035000
17,46,1.036000
17,48,1.198000
17,57,1.063000
17,58,1.056000
17,104,1.030000
17,110,1.114000
17,114,1.125000
17,115,1.026000
17,119,1.135000
17,120,1.641000
17,122,1.053000
17,123,1.214000
17,143,1.129000
17,147,1.631000
17,152,1.035000
17,153,1.051000
17,154,1.807000
17,170,1.201000
17,185,1.731000
17,190,1.244000
17,217,1.190000
17,278,1.054000
17,282,1.130000
17,283,1.803000
17,347,1.966000
17,350,2.384000
17,460,1.267000
17,464,1.410000
17,509,1.687000
17,510,1.467000
17,522,1.111000
17,528,1.090000
17,542,1.139000
18,5,1.384000
18,7,1.166000
18,8,1.149000
18,11,1.920000
18,12,2.211000
18,13,1.450000
18,15,1.322000
18,16,1.192000
18,37,1.116000
18,43,1.243000
18,347,1.514000
18,349,1.038000
18,350,1.833000
19,26,1.755000
20,26,2.025000
21,23,5.390000
21,24,1.417000
21,25,1.040000
21,26,7.755000
21,31,1.278000
21,32,1.011000
21,35,1.285000
21,37,2.075000
21,39,1.179000
21,43,2.189000
21,48,1.212000
21,49,1.078000
21,123,1.041000
21,154,1.105000
21,185,1.091000
21,282,1.150000
21,445,1.116000
21,460,3.344000
21,462,2.153000
21,463,4.318000
21,464,6.421000
21,509,1.257000
21,750,1.350000
21,752,1.795000
21,757,1.122000
22,21,1.242000
22,23,2.343000
22,24,1.169000
22,26,4.402000
23,21,6.391000
23,22,2.027000
23,24,5.459000
23,25,4.076000
23,26,20.515000
23,37,1.021000
23,55,1.050000
23,104,1.376000
23,110,2.212000
23,111,1.186000
23,112,1.336000
23,114,1.468000
23,115,1.466000
23,119,1.329000
23,120,1.817000
23,121,1.094000
23,123,2.303000
23,139,1.655000
23,154,1.082000
23,185,1.035000
23,203,1.393000
23,205,1.078000
23,206,1.179000
23,211,1.026000
23,226,1.617000
23,268,1.102000
23,270,1.064000
23,271,1.823000
23,273,1.326000
23,275,1.193000
23,276,1.018000
23,277,1.671000
23,278,1.520000
23,279,1.386000
23,281,1.251000
23,282,2.456000
23,297,2.491000
23,301,1.653000
23,304,1.369000
23,347,1.070000
23,349,1.054000
23,445,1.044000
23,509,1.205000
24,21,1.922000
24,22,1.104000
24,23,5.364000
24,25,1.742000
24,26,11.792000
24,94,1.285000
24,104,1.057000
24,110,1.255000
24,114,1.367000
24,115,1.489000
24,116,1.021000
24,119,1.126000
24,120,1.597000
24,121,1.010000
24,123,2.546000
24,139,1.607000
24,203,1.051000
24,217,1.049000
24,226,1.873000
24,247,1.476000
24,278,1.269000
24,282,1.727000
24,297,2.306000
24,301,1.124000
24,509,1.025000
25,21,1.234000
25,23,3.851000
25,24,1.581000
25,26,4.793000
26,10,1.007000
26,11,1.200000
26,12,1.370000
26,13,1.067000
26,15,1.084000
26,16,1.800000
26,19,1.257000
26,21,10.520000
26,22,4.512000
26,23,21.746000
26,24,12.752000
26,25,5.705000
26,37,1.973000
26,38,1.086000
26,54,1.471000
26,55,2.548000
26,56,1.175000
26,57,1.043000
26,58,1.722000
26,62,1.112000
26,69,1.177000
26,70,1.109000
26,73,1.194000
26,74,1.141000
26,75,1.100000
26,79,1.607000
26,80,1.476000
26,81,1.927000
26,99,1.159000
26,104,1.633000
26,108,1.195000
26,109,1.136000
26,110,3.288000
26,111,2.022000
26,112,1.911000
26,114,2.257000
26,115,1.884000
26,116,1.174000
26,119,2.252000
26,120,2.726000
26,121,1.425000
26,122,1.586000
26,123,4.409000
26,143,1.337000
26,144,1.366000
26,145,1.088000
26,147,1.939000
26,150,1.286000
26,152,1.673000
26,153,1.491000
26,154,2.809000
26,164,1.359000
26,170,2.102000
26,175,1.930000
26,176,1.307000
26,180,1.023000
26,184,1.318000
26,185,2.531000
26,190,2.178000
26,194,1.149000
26,201,1.017000
26,202,1.641000
26,203,2.353000
26,204,1.731000
26,205,1.961000
26,206,2.460000
26,207,1.828000
26,210,1.909000
26,211,1.813000
26,212,1.145000
26,214,1.673000
26,215,1.066000
26,217,1.037000
26,232,1.027000
26,234,1.229000
26,236,1.205000
26,239,1.556000
26,262,1.000000
26,267,1.629000
26,268,2.537000
26,270,2.349000
26,271,3.180000
26,272,2.343000
26,273,2.782000
26,274,2.196000
26,275,2.104000
26,276,2.980000
26,277,3.111000
26,278,3.343000
26,279,3.242000
26,280,1.931000
26,281,1.843000
26,282,7.147000
26,283,1.585000
26,290,1.531000
26,292,1.310000
26,293,1.525000
26,294,1.433000
26,297,6.494000
26,301,2.968000
26,303,2.455000
26,304,2.705000
26,305,1.289000
26,321,1.433000
26,333,1.806000
26,334,1.091000
26,335,1.067000
26,340,1.306000
26,343,1.000000
26,346,1.215000
26,347,2.530000
26,348,2.026000
26,349,2.533000
26,350,3.188000
26,351,1.819000
26,353,1.289000
26,356,1.098000
26,364,1.077000
26,365,1.940000
26,368,1.328000
26,370,1.198000
26,373,1.143000
26,382,1.685000
26,383,1.135000
26,392,1.108000
26,393,1.058000
26,394,1.111000
26,396,2.911000
26,397,3.195000
26,398,3.317000
26,399,1.167000
26,408,1.008000
26,409,1.382000
26,410,1.282000
26,411,1.023000
26,416,1.854000
26,417,3.060000
26,418,3.296000
26,431,1.057000
26,436,1.174000
26,438,1.655000
26,439,1.419000
26,441,1.303000
26,442,1.009000
26,445,2.825000
26,448,2.005000
26,467,1.330000
26,476,1.859000
26,478,1.008000
26,479,1.026000
26,480,1.047000
26,495,1.026000
26,497,1.075000
26,500,1.196000
26,506,1.256000
26,508,1.411000
26,509,3.158000
26,510,2.119000
26,514,1.099000
26,522,1.093000
26,542,1.577000
26,543,1.043000
26,546,1.147000
27,10,1.011000
27,11,1.404000
27,12,1.688000
27,28,7.174000
27,29,6.837000
27,30,19.365000
27,31,17.519000
27,32,11.954000
27,33,2.065000
27,34,8.679000
27,35,17.558000
27,36,2.380000
27,37,8.960000
27,38,5.417000
27,39,10.331000
27,40,8.064000
27,41,4.213000
27,42,8.837000
27,43,28.194000
27,46,2.419000
27,47,4.276000
27,48,4.982000
27,49,4.972000
27,50,1.214000
27,51,4.816000
27,52,5.059000
27,133,1.056000
27,139,2.858000
27,143,1.640000
27,144,1.345000
27,145,1.370000
27,147,2.401000
27,150,1.703000
27,152,1.789000
27,153,2.229000
27,154,2.663000
27,155,1.530000
27,161,1.093000
27,162,1.250000
27,164,1.057000
27,170,1.799000
27,173,2.298000
27,175,2.671000
27,176,1.307000
27,177,1.062000
27,179,1.908000
27,180,2.931000
27,185,2.318000
27,190,2.054000
27,194,1.165000
27,196,1.399000
27,239,1.955000
27,243,1.067000
27,251,1.017000
27,262,1.004000
27,301,1.367000
27,333,1.120000
27,401,1.325000
27,445,1.237000
27,448,1.042000
27,457,2.382000
27,459,4.702000
27,460,4.852000
27,461,4.276000
27,462,7.892000
27,463,4.565000
27,464,7.677000
27,465,7.429000
27,466,2.714000
27,467,1.099000
27,469,2.158000
27,476,2.636000
27,477,1.411000
27,478,1.168000
27,479,1.225000
27,480,1.222000
27,483,1.143000
27,484,1.297000
27,486,1.128000
27,487,1.070000
27,488,1.153000
27,491,1.450000
27,492,1.815000
27,493,1.227000
27,494,1.371000
27,495,1.977000
27,497,1.638000
27,500,1.867000
27,501,1.102000
27,503,1.303000
27,508,8.210000
27,509,10.992000
27,510,4.514000
27,511,4.084000
27,512,2.018000
27,513,1.306000
27,514,5.747000
27,515,3.501000
27,516,3.565000
27,521,1.381000
27,522,1.344000
27,523,1.151000
27,527,1.629000
27,528,3.189000
27,537,1.053000
27,554,1.980000
27,556,1.609000
27,557,3.232000
27,558,2.202000
27,559,2.305000
27,560,1.822000
27,576,1.608000
27,727,1.439000
27,741,2.155000
27,750,3.370000
27,751,2.483000
27,752,4.138000
27,753,1.418000
27,754,1.365000
27,755,2.674000
27,756,2.493000
27,757,4.425000
27,758,1.298000
27,759,2.919000
27,760,2.349000
27,762,1.540000
27,763,1.890000
27,766,2.038000
27,770,2.838000
27,771,1.113000
27,778,2.038000
28,27,8.003000
28,29,3.024000
28,30,5.896000
28,31,9.954000
28,32,4.108000
28,34,2.510000
28,35,7.441000
28,37,4.846000
28,38,1.793000
28,39,5.654000
28,40,2.853000
28,41,2.491000
28,42,2.521000
28,43,14.333000
28,46,1.400000
28,47,1.780000
28,48,2.609000
28,49,2.058000
28,51,1.860000
28,52,1.725000
28,147,1.270000
28,153,1.076000
28,154,1.437000
28,175,1.287000
28,185,1.499000
28,190,1.075000
28,459,2.764000
28,460,3.119000
28,461,2.244000
28,462,4.374000
28,463,1.805000
28,464,3.775000
28,465,2.938000
28,466,1.784000
28,467,1.196000
28,469,1.353000
28,476,1.421000
28,492,1.113000
28,500,1.067000
28,508,4.575000
28,509,8.475000
28,510,3.948000
28,511,2.698000
28,512,1.894000
28,513,1.244000
28,514,3.437000
28,515,2.732000
28,516,2.425000
28,528,1.406000
28,554,1.140000
28,557,1.285000
28,558,1.255000
28,750,2.462000
28,751,1.057000
28,752,2.576000
28,755,1.067000
28,756,1.619000
28,757,2.328000
28,759,1.209000
28,760,1.535000
28,763,1.203000
29,27,6.820000
29,28,2.766000
29,30,7.956000
29,31,8.432000
29,32,5.149000
29,34,3.717000
29,35,7.201000
29,36,1.041000
29,37,3.808000
29,38,2.661000
29,39,4.658000
29,40,3.896000
29,41,1.879000
29,42,3.675000
29,43,11.709000
29,46,1.308000
29,47,2.373000
29,48,2.316000
29,49,2.535000
29,51,2.451000
29,52,2.231000
29,139,1.228000
29,147,1.097000
29,154,1.100000
29,175,1.195000
29,180,1.233000
29,185,1.071000
29,457,1.232000
29,459,2.469000
29,460,2.436000
29,461,2.054000
29,462,3.690000
29,463,1.616000
29,464,3.570000
29,465,2.659000
29,466,1.639000
29,467,1.055000
29,469,1.286000
29,476,1.043000
29,508,4.248000
29,509,7.589000
29,510,2.853000
29,511,2.702000
29,512,1.374000
29,513,1.115000
29,514,3.475000
29,515,2.440000
29,516,2.197000
29,517,1.171000
29,557,1.400000
29,750,1.433000
29,751,1.070000
29,752,1.490000
29,755,1.138000
29,757,2.490000
29,759,1.310000
29,766,1.114000
29,770,1.292000
30,8,1.011000
30,9,1.076000
30,10,1.529000
30,11,2.473000
30,12,2.761000
30,16,1.142000
30,27,19.751000
30,28,5.580000
30,29,7.904000
30,31,18.180000
30,32,9.137000
